index,tpeak,tpeaks_norm,ampls,unnorm_ampls,fwhms,fixed_tpeaks,fixed_fwhms,left_bases,right_bases
9,2946.751707858326,0.9807231540908106,1.5872937440872192,0.0032724328339099884,0.002777777777777778,2946.751707858326,1721.4999142666377,2946.7108446793136,2946.7721392976528
10,2948.8561560889502,3.0851713847150677,1.5709800720214844,0.0032387999817728996,0.005555555555555556,2948.8561560889502,5299.727093075724,2948.774429977253,2948.9378821990176
11,2950.858445671336,5.087460967100924,1.3400694131851196,0.0027627446688711643,0.005555555555555556,2950.8993088097195,4727.507122377463,2950.7767196935165,2950.9401718478694
12,2951.0218978233606,5.250913119125471,2.087230920791626,0.004303124733269215,0.004166666666666667,2951.0218978233606,2589.371159002225,2950.9401718478694,2951.0831923793085
13,2951.1036239978057,5.332639293570537,1.3088550567626953,0.0026983916759490967,0.01388888888888889,2951.1444870345586,1553.1764126895027,2951.0831923793085,2951.164918552822
14,2951.328370796582,5.55738609234686,1.4757591485977173,0.003042488358914852,0.002777777777777778,2951.328370796582,2075.56727968862,2951.3079391788997,2951.410096866952
15,2952.6768510345355,6.905866330300341,1.4143742322921753,0.0029159346595406532,0.004166666666666667,2952.697282548368,4781.077884164045,2952.5951248783676,2952.7585770898804
0,2958.7450005676437,-12.575655877233658,2.2534704788652475,0.0028460596846002773,0.004166666666666667,2958.7450005676437,4340.981152838714,2958.6632744203816,2958.826726615487
1,2959.5622611735234,-11.758395271353947,1.5819579157954966,0.0019979612287386317,0.002777777777777778,2959.5622611735234,2993.9855949867606,2959.5009666332917,2959.643987227799
3,2960.563405593646,-10.75725085123122,1.6335268882142793,0.0020630911582202316,0.002777777777777778,2960.563405593646,2310.782280286788,2960.4816795299994,2960.624700141969
4,2961.891454572142,-9.429201872735575,1.6769358208539367,0.0021179152237209564,0.002777777777777778,2961.891454572142,1835.7177869940604,2961.8710229517674,2961.9731806544805
5,2962.0957697803315,-9.22488666454592,1.48607675434193,0.0018768664504023036,0.002777777777777778,2962.0957697803315,2495.8654552247585,2962.07533825915,2962.1570643443265
6,2962.2183589090346,-9.102297535842808,1.475689772236604,0.0018637480309280363,0.002777777777777778,2962.2183589090346,3249.2304567665183,2962.1570643443265,2962.30008509646
7,2963.628134415012,-7.6925220298653585,3.9478339952933554,0.004985985519169844,0.004166666666666667,2963.628134415012,1343.7408448033605,2963.546408404036,2963.648566042997
8,2964.8335951471745,-6.487061297702894,1.4958606980100293,0.0018892232520073549,0.002777777777777778,2964.8335951471745,3901.7232820062454,2964.7518689108038,2964.894889750678
9,2968.4908426161783,-2.829813828699116,3.3322514077192027,0.004208524797377322,0.004166666666666667,2968.4908426161783,4059.761601822463,2968.4704111567335,2968.5725689555547
12,2970.963063205112,-0.357593239765265,1.8623758913395172,0.0023521199818787863,0.004166666666666667,2970.9834947866475,4227.460761330343,2970.942631723752,2971.0447895324687
13,2972.005074321445,0.6844178765677498,25.618057394735334,0.032354770578422176,0.002777777777777778,2972.005074321445,1755.819970054752,2971.964211238119,2972.08680079053
14,2973.98694026444,2.6662838195625227,1.8299784974064768,0.002311203130460626,0.002777777777777778,2973.98694026444,2742.1174021025104,2973.9052138120533,2974.0686667205446
15,2974.9676581927633,3.6470017478859518,1.658488858719875,0.0020946173124656298,0.002777777777777778,2974.9676581927633,3352.253190933471,2974.9267949428468,2975.0493847956095
16,2975.008521543721,3.6878650988437585,1.6038938161053666,0.00202566555506678,0.002777777777777778,2974.9676581927633,5446.430117979345,2974.9267949428468,2975.090247948552
17,2976.275283027775,4.9546265828976175,2.2867075359896742,0.0028880370032311475,0.002777777777777778,2976.275283027775,1979.5714477751787,2976.2344198449136,2976.316146311561
18,2977.991542390555,6.670885945677583,1.6821454851167579,0.002124494859694792,0.002777777777777778,2977.991542390555,2206.9318744126317,2977.971110725848,2978.0528373865527
20,2979.1765797447733,7.855923299895949,1.439159357903977,0.001817611309604672,0.002777777777777778,2979.1765797447733,2317.622511215392,2979.1357162814675,2979.258306474978
22,2981.669247761398,10.34859131652047,4.987363809352945,0.006298877754716159,0.004166666666666667,2981.669247761398,3319.3576655491197,2981.628384420801,2981.7509747463264
